source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
,0,a,Dysuria,197684,SNOMED,1970-01-01,2099-12-31,
,0,a,Other psoriasis,140168,SNOMED,1970-01-01,2099-12-31,
,0,a,Other chronic pain,436096,SNOMED,1970-01-01,2099-12-31,
,0,a,Rhabdomyolysis,4345578,SNOMED,1970-01-01,2099-12-31,
,0,a,"Urethral stricture, unspecified",195590,SNOMED,1970-01-01,2099-12-31,
,0,a,"Body mass index (BMI) 32.0-32.9, adult",433736,SNOMED,1970-01-01,2099-12-31,
,0,a,Acute vascular insufficiency of intestine,201894,SNOMED,1970-01-01,2099-12-31,
,0,a,Other chronic pancreatitis,195596,SNOMED,1970-01-01,2099-12-31,
,0,a,"Osteoarthrosis, unspecified whether generalized or localized, hand",75617,SNOMED,1970-01-01,2099-12-31,
,0,a,"Other and unspecified alcohol dependence, unspecified",435243,SNOMED,1970-01-01,2099-12-31,
,0,a,Nonrheumatic mitral (valve) insufficiency,318776,SNOMED,1970-01-01,2099-12-31,
,0,a,Closed fracture of sixth cervical vertebra,437402,SNOMED,1970-01-01,2099-12-31,
,0,a,Other septicemia due to gram-negative organisms,43530750,SNOMED,1970-01-01,2099-12-31,
,0,a,Pulmonary congestion and hypostasis,438791,SNOMED,1970-01-01,2099-12-31,
,0,a,Secondary esophageal varices with bleeding,28779,SNOMED,1970-01-01,2099-12-31,
,0,a,"Malignant neoplasm of lower lobe, bronchus or lung",4157454,SNOMED,1970-01-01,2099-12-31,
,0,a,Overflow incontinence,197378,SNOMED,1970-01-01,2099-12-31,
,0,a,Other forms of acute ischemic heart disease,319844,SNOMED,1970-01-01,2099-12-31,
,0,a,Closed fracture of surgical neck of humerus,440853,SNOMED,1970-01-01,2099-12-31,
,0,a,"Osteoarthrosis, localized, not specified whether primary or secondary, pelvic region and thigh",4150309,SNOMED,1970-01-01,2099-12-31,
,0,a,"Cyst of kidney, acquired",4059601,SNOMED,1970-01-01,2099-12-31,
,0,a,Unspecified glaucoma,437541,SNOMED,1970-01-01,2099-12-31,
,0,a,Bacteremia,132736,SNOMED,1970-01-01,2099-12-31,
,0,a,Septic shock,196236,SNOMED,1970-01-01,2099-12-31,
,0,a,Grand mal status,373748,SNOMED,1970-01-01,2099-12-31,
,0,a,"Other diseases of lung, not elsewhere classified",4336000,SNOMED,1970-01-01,2099-12-31,
,0,a,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury,195948,SNOMED,1970-01-01,2099-12-31,
,0,a,"Dissection of aorta, abdominal",4256889,SNOMED,1970-01-01,2099-12-31,
,0,a,Lumbosacral spondylosis without myelopathy,80813,SNOMED,1970-01-01,2099-12-31,
,0,a,"Chronic kidney disease, Stage V",443614,SNOMED,1970-01-01,2099-12-31,
,0,a,Other specified forms of hearing loss,377889,SNOMED,1970-01-01,2099-12-31,
,0,a,Other iatrogenic hypotension,443447,SNOMED,1970-01-01,2099-12-31,
,0,a,Alcohol induced acute pancreatitis without necrosis or infection,4340493,SNOMED,1970-01-01,2099-12-31,
,0,a,Irritable bowel syndrome,75576,SNOMED,1970-01-01,2099-12-31,
,0,a,Dysphonia,40326053,SNOMED,1970-01-01,2099-12-31,
,0,a,Unspecified condition of brain,4200516,SNOMED,1970-01-01,2099-12-31,
,0,a,Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH],436238,SNOMED,1970-01-01,2099-12-31,
,0,a,Cerebral atherosclerosis,316437,SNOMED,1970-01-01,2099-12-31,
,0,a,Hepatopulmonary syndrome,4159144,SNOMED,1970-01-01,2099-12-31,
,0,a,Abnormal involuntary movements,376229,SNOMED,1970-01-01,2099-12-31,
,0,a,"Left bundle-branch block, unspecified",316998,SNOMED,1970-01-01,2099-12-31,
,0,a,Unspecified injury of heart without mention of open wound into thorax,320563,SNOMED,1970-01-01,2099-12-31,
,0,a,Alcoholic hepatitis with ascites,4340383,SNOMED,1970-01-01,2099-12-31,
,0,a,Other chronic pulmonary heart diseases,4195892,SNOMED,1970-01-01,2099-12-31,
,0,a,Degeneration of cervical intervertebral disc,314131,SNOMED,1970-01-01,2099-12-31,
,0,a,Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (LUTS),45770925,SNOMED,1970-01-01,2099-12-31,
,0,a,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness",440244,SNOMED,1970-01-01,2099-12-31,
,0,a,"Subdural hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness",439194,SNOMED,1970-01-01,2099-12-31,
,0,a,Hypospadias,196528,SNOMED,1970-01-01,2099-12-31,
,0,a,Encounter for adjustment and management of other part of cardiac pacemaker,4155081,SNOMED,1970-01-01,2099-12-31,
,0,a,"Body mass index (BMI) 30.0-30.9, adult",433736,SNOMED,1970-01-01,2099-12-31,
,0,a,"Closed dislocation, multiple cervical vertebrae",4260380,SNOMED,1970-01-01,2099-12-31,
,0,a,Dysarthria,4196636,SNOMED,1970-01-01,2099-12-31,
,0,a,Toxic encephalopathy,373764,SNOMED,1970-01-01,2099-12-31,
,0,a,Old myocardial infarction,314666,SNOMED,1970-01-01,2099-12-31,
,0,a,Personal history of urinary calculi,4319447,SNOMED,1970-01-01,2099-12-31,
,0,a,"Coagulation defect, unspecified",4095458,SNOMED,1970-01-01,2099-12-31,
,0,a,Knee joint replacement,4102404,SNOMED,1970-01-01,2099-12-31,
,0,a,Degeneration of lumbar or lumbosacral intervertebral disc,74132,SNOMED,1970-01-01,2099-12-31,
,0,a,Aphasia,440424,SNOMED,1970-01-01,2099-12-31,
,0,a,Traumatic hemothorax without mention of open wound into thorax,201441,SNOMED,1970-01-01,2099-12-31,
,0,a,"Allergic rhinitis, cause unspecified",257007,SNOMED,1970-01-01,2099-12-31,
,0,a,"Multiple fractures of ribs, bilateral, initial encounter for closed fracture",765000,SNOMED,1970-01-01,2099-12-31,
,0,a,"Mycosis fungoides, unspecified site, extranodal and solid organ sites",135204,SNOMED,1970-01-01,2099-12-31,
,0,a,Other B-complex deficiencies,4096198,SNOMED,1970-01-01,2099-12-31,
,0,a,Other closed fractures of distal end of radius (alone),437116,SNOMED,1970-01-01,2099-12-31,
,0,a,"Chronic kidney disease, stage 4 (severe)",443612,SNOMED,1970-01-01,2099-12-31,
,0,a,"Urinary incontinence, unspecified",197672,SNOMED,1970-01-01,2099-12-31,
,0,a,Facial weakness,434657,SNOMED,1970-01-01,2099-12-31,
,0,a,Alcohol-induced chronic pancreatitis,4340964,SNOMED,1970-01-01,2099-12-31,
,0,a,Contact dermatitis and other eczema due to plants [except food],4066733,SNOMED,1970-01-01,2099-12-31,
,0,a,Acute on chronic diastolic (congestive) heart failure,40481043,SNOMED,1970-01-01,2099-12-31,
,0,a,Malignant neoplasm of rectosigmoid junction,438699,SNOMED,1970-01-01,2099-12-31,
,0,a,"Chronic kidney disease, Stage III (moderate)",443614,SNOMED,1970-01-01,2099-12-31,
,0,a,Unspecified disease of pericardium,4175039,SNOMED,1970-01-01,2099-12-31,
,0,a,Unspecified deficiency anemia,434622,SNOMED,1970-01-01,2099-12-31,
,0,a,Edema of male genital organs,201907,SNOMED,1970-01-01,2099-12-31,
,0,a,"Chronic osteomyelitis, site unspecified",134735,SNOMED,1970-01-01,2099-12-31,
,0,a,Intermediate coronary syndrome,315296,SNOMED,1970-01-01,2099-12-31,
